odprecid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfast,breakfasttotal,amsnackdays,amsnack,amsnacktotal,lunchdays,lunch,lunchtotal,pmsnackdays,pmsnack,pmsnacktotal,supperdays,supper,suppertotal,totalsnacks,totalmealssnacks,secondbreakfast,secondamsnack,secondlunch,secondpmsnack,secondsupper
00571-0044,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0044,LIBERTY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,11,11,0,0,0,1,104,104,0,0,0,0,0,0,0,115,,,,,
00571-0044,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0044,LIBERTY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,319,319,0,0,0,12,1481,1481,0,0,0,0,0,0,0,1800,,,,,
00571-0045,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0045,R YZAGUIRRE M S,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,12,1157,1157,0,0,0,12,1297,1297,0,0,0,0,0,0,0,2454,,,,,
00571-0045,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0045,R YZAGUIRRE M S,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,93,93,0,0,0,1,155,155,0,0,0,0,0,0,0,248,,,,,
00571-0045,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0045,R YZAGUIRRE M S,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,934,934,0,0,0,12,2095,2095,0,0,0,0,0,0,0,3029,,,,,
00571-0046,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0046,KENNEDY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,12,1818,1818,0,0,0,12,1753,1753,0,0,0,0,0,0,0,3571,,,,,
00571-0046,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0046,KENNEDY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,99,99,0,0,0,1,99,99,0,0,0,0,0,0,0,198,,,,,
00571-0046,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0046,KENNEDY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1719,1719,0,0,0,12,1698,1698,0,0,0,0,0,0,0,3417,,,,,
00571-0047,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0047,JAIME ESCALANTE MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,12,1364,1364,0,0,0,12,1640,1640,0,0,0,0,0,0,0,3004,,,,,
00571-0047,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0047,JAIME ESCALANTE MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,130,130,0,0,0,1,144,144,0,0,0,0,0,0,0,274,,,,,
00571-0047,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0047,JAIME ESCALANTE MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1416,1416,0,0,0,12,1839,1839,0,0,0,0,0,0,0,3255,,,,,
00571-0048,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0048,AUDIE MURPHY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,12,1939,1939,0,0,0,12,2518,2518,0,0,0,0,0,0,0,4457,,,,,
00571-0048,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0048,AUDIE MURPHY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,73,73,0,0,0,1,188,188,0,0,0,0,0,0,0,261,,,,,
00571-0048,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0048,AUDIE MURPHY MIDDLE SCHOOL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1101,1101,0,0,0,12,2220,2220,0,0,0,0,0,0,0,3321,,,,,
00571-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0101,JOHN MCKEEVER EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1851,1851,0,0,0,16,2226,2226,0,0,0,0,0,0,0,4077,,,,,
00571-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0101,JOHN MCKEEVER EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,80,80,0,0,0,1,94,94,0,0,0,0,0,0,0,174,,,,,
00571-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0101,JOHN MCKEEVER EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1129,1129,0,0,0,12,1347,1347,0,0,0,0,0,0,0,2476,,,,,
00572-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00572,PROGRESO ISD,Educational Institution,Public,1,5,0001,PROGRESO H S,108-910,HIDALGO,HIDALGO,2023-05-01T00:00:00.000,2,164,164,0,0,0,2,132,132,0,0,0,0,0,0,0,296,,,,,
00571-0106,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0106,DOEDYNS EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1485,1485,0,0,0,16,1693,1693,0,0,0,0,0,0,0,3178,,,,,
00571-0106,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0106,DOEDYNS EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,65,65,0,0,0,1,73,73,0,0,0,0,0,0,0,138,,,,,
00571-0106,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0106,DOEDYNS EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,819,819,0,0,0,12,923,923,0,0,0,0,0,0,0,1742,,,,,
00571-0107,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0107,GERALDINE PALMER EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1353,1353,0,0,0,16,2051,2051,0,0,0,0,0,0,0,3404,,,,,
00571-0107,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0107,GERALDINE PALMER EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,80,80,0,0,0,1,105,105,0,0,0,0,0,0,0,185,,,,,
00571-0107,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0107,GERALDINE PALMER EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1073,1073,0,0,0,12,1461,1461,0,0,0,0,0,0,0,2534,,,,,
00571-0108,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0108,FORD EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1620,1620,0,0,0,16,2152,2152,0,0,0,0,0,0,0,3772,,,,,
00571-0108,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0108,FORD EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,69,69,0,0,0,1,84,84,0,0,0,0,0,0,0,153,,,,,
00571-0108,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0108,FORD EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,965,965,0,0,0,12,1195,1195,0,0,0,0,0,0,0,2160,,,,,
00571-0110,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0110,ZEFERINO FARIAS EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1187,1187,0,0,0,16,1322,1322,0,0,0,0,0,0,0,2509,,,,,
00571-0110,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0110,ZEFERINO FARIAS EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,48,48,0,0,0,1,58,58,0,0,0,0,0,0,0,106,,,,,
00571-0110,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0110,ZEFERINO FARIAS EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,649,649,0,0,0,12,738,738,0,0,0,0,0,0,0,1387,,,,,
00571-0112,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0112,SORENSEN EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,739,739,0,0,0,16,1209,1209,0,0,0,0,0,0,0,1948,,,,,
00571-0112,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0112,SORENSEN EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,38,38,0,0,0,1,81,81,0,0,0,0,0,0,0,119,,,,,
00571-0112,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0112,SORENSEN EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,660,660,0,0,0,12,1163,1163,0,0,0,0,0,0,0,1823,,,,,
00571-0113,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0113,AIDA C ESCOBAR EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1762,1762,0,0,0,16,2324,2324,0,0,0,0,0,0,0,4086,,,,,
00571-0113,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0113,AIDA C ESCOBAR EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,100,100,0,0,0,1,98,98,0,0,0,0,0,0,0,198,,,,,
00571-0113,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0113,AIDA C ESCOBAR EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1405,1405,0,0,0,12,1569,1569,0,0,0,0,0,0,0,2974,,,,,
00571-0115,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0115,RAUL LONGORIA EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1468,1468,0,0,0,16,1788,1788,0,0,0,0,0,0,0,3256,,,,,
00571-0115,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0115,RAUL LONGORIA EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,93,93,0,0,0,1,90,90,0,0,0,0,0,0,0,183,,,,,
00571-0115,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0115,RAUL LONGORIA EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1186,1186,0,0,0,12,1303,1303,0,0,0,0,0,0,0,2489,,,,,
00571-0116,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0116,DANIEL RAMIREZ EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1096,1096,0,0,0,16,1201,1201,0,0,0,0,0,0,0,2297,,,,,
00571-0116,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0116,DANIEL RAMIREZ EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,40,40,0,0,0,1,40,40,0,0,0,0,0,0,0,80,,,,,
00571-0116,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0116,DANIEL RAMIREZ EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,606,606,0,0,0,12,672,672,0,0,0,0,0,0,0,1278,,,,,
00571-0117,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0117,KELLY-PHARR EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1905,1905,0,0,0,16,2244,2244,0,0,0,0,0,0,0,4149,,,,,
00571-0117,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0117,KELLY-PHARR EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,84,84,0,0,0,1,89,89,0,0,0,0,0,0,0,173,,,,,
00571-0117,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0117,KELLY-PHARR EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1304,1304,0,0,0,12,1424,1424,0,0,0,0,0,0,0,2728,,,,,
00571-0118,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0118,AMANDA GARZA-PENA EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,789,789,0,0,0,16,1440,1440,0,0,0,0,0,0,0,2229,,,,,
00571-0118,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0118,AMANDA GARZA-PENA EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,45,45,0,0,0,1,47,47,0,0,0,0,0,0,0,92,,,,,
00571-0118,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0118,AMANDA GARZA-PENA EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,613,613,0,0,0,12,869,869,0,0,0,0,0,0,0,1482,,,,,
00571-0119,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0119,CARMAN EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,979,979,0,0,0,16,1445,1445,0,0,0,0,0,0,0,2424,,,,,
00571-0119,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0119,CARMAN EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,109,109,0,0,0,1,128,128,0,0,0,0,0,0,0,237,,,,,
00571-0119,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0119,CARMAN EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1240,1240,0,0,0,12,1691,1691,0,0,0,0,0,0,0,2931,,,,,
00571-0120,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0120,ARNOLDO CANTU SR EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,2142,2142,0,0,0,16,2274,2274,0,0,0,0,0,0,0,4416,,,,,
00571-0120,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0120,ARNOLDO CANTU SR EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,110,110,0,0,0,1,110,110,0,0,0,0,0,0,0,220,,,,,
00571-0120,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0120,ARNOLDO CANTU SR EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1400,1400,0,0,0,12,1537,1537,0,0,0,0,0,0,0,2937,,,,,
00571-0121,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0121,SANTOS LIVAS EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1643,1643,0,0,0,16,1716,1716,0,0,0,0,0,0,0,3359,,,,,
00571-0121,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0121,SANTOS LIVAS EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,97,97,0,0,0,1,97,97,0,0,0,0,0,0,0,194,,,,,
00571-0121,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0121,SANTOS LIVAS EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1140,1140,0,0,0,12,1178,1178,0,0,0,0,0,0,0,2318,,,,,
00571-0122,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0122,REED - MOCK ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1744,1744,0,0,0,16,2236,2236,0,0,0,0,0,0,0,3980,,,,,
00571-0122,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0122,REED - MOCK ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,75,75,0,0,0,1,85,85,0,0,0,0,0,0,0,160,,,,,
00571-0122,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0122,REED - MOCK ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,890,890,0,0,0,12,1048,1048,0,0,0,0,0,0,0,1938,,,,,
00571-0123,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0123,CESAR CHAVEZ ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1543,1543,0,0,0,16,1512,1512,0,0,0,0,0,0,0,3055,,,,,
00571-0123,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0123,CESAR CHAVEZ ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,94,94,0,0,0,1,94,94,0,0,0,0,0,0,0,188,,,,,
00571-0123,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0123,CESAR CHAVEZ ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,872,872,0,0,0,12,914,914,0,0,0,0,0,0,0,1786,,,,,
00571-0124,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0124,DR WILLIAM LONG ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1320,1320,0,0,0,16,1751,1751,0,0,0,0,0,0,0,3071,,,,,
00571-0124,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0124,DR WILLIAM LONG ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,86,86,0,0,0,1,96,96,0,0,0,0,0,0,0,182,,,,,
00571-0124,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0124,DR WILLIAM LONG ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1086,1086,0,0,0,12,1408,1408,0,0,0,0,0,0,0,2494,,,,,
00571-0125,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0125,CLOVER ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1043,1043,0,0,0,16,1769,1769,0,0,0,0,0,0,0,2812,,,,,
00571-0125,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0125,CLOVER ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,65,65,0,0,0,1,84,84,0,0,0,0,0,0,0,149,,,,,
00571-0125,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0125,CLOVER ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,960,960,0,0,0,12,1175,1175,0,0,0,0,0,0,0,2135,,,,,
00571-0126,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0126,AUGUSTO GUERRA ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1565,1565,0,0,0,16,1959,1959,0,0,0,0,0,0,0,3524,,,,,
00571-0126,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0126,AUGUSTO GUERRA ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,102,102,0,0,0,1,117,117,0,0,0,0,0,0,0,219,,,,,
00571-0126,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0126,AUGUSTO GUERRA ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,1302,1302,0,0,0,12,1432,1432,0,0,0,0,0,0,0,2734,,,,,
00571-0127,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0127,GRACIE GARCIA ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,12,1412,1412,0,0,0,12,1865,1865,0,0,0,0,0,0,0,3277,,,,,
00571-0127,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0127,GRACIE GARCIA ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,62,62,0,0,0,1,80,80,0,0,0,0,0,0,0,142,,,,,
00571-0127,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0127,GRACIE GARCIA ELEMENTARY,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,778,778,0,0,0,12,890,890,0,0,0,0,0,0,0,1668,,,,,
00571-0128,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0128,CARMEN ANAYA EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1223,1223,0,0,0,16,1517,1517,0,0,0,0,0,0,0,2740,,,,,
00571-0128,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0128,CARMEN ANAYA EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,85,85,0,0,0,1,95,95,0,0,0,0,0,0,0,180,,,,,
00571-0128,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0128,CARMEN ANAYA EL,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,977,977,0,0,0,12,1198,1198,0,0,0,0,0,0,0,2175,,,,,
00571-0129,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0129,LEONEL TREVINO,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,780,780,0,0,0,16,1227,1227,0,0,0,0,0,0,0,2007,,,,,
00571-0129,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0129,LEONEL TREVINO,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,30,30,0,0,0,1,34,34,0,0,0,0,0,0,0,64,,,,,
00571-0129,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0129,LEONEL TREVINO,108-909,HIDALGO,HIDALGO,2023-08-01T00:00:00.000,12,421,421,0,0,0,12,508,508,0,0,0,0,0,0,0,929,,,,,
00571-0130,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0130,ARNOLD EL,108-909,HIDALGO,HIDALGO,2023-06-01T00:00:00.000,16,1000,1000,0,0,0,16,1497,1497,0,0,0,0,0,0,0,2497,,,,,
00571-0130,2023,SEAMLESS_SUMMER_OPTION_MEALS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,0130,ARNOLD EL,108-909,HIDALGO,HIDALGO,2023-07-01T00:00:00.000,1,66,66,0,0,0,1,94,94,0,0,0,0,0,0,0,160,,,,,
