dataset_id,title,description,created_at,updated_at,rows_updated_at,permalink,matched_query_terms,had_sample_fetch,sample_fetch_error,columns_present,has_mealservicetype,has_ruralorurbancode,has_sitetype,already_known_nc_source
g5jr-5m7c,School Nutrition Program - Site Map 2017-2018,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2023-04-05T15:37:52.000Z,2023-08-16T19:50:52.000Z,,https://data.texas.gov/d/g5jr-5m7c,"""Contact and Program Participation""",False,empty,,False,False,False,False
gcf7-a756,2024 Total Summer Meals and Snacks Served,"Sum of breakfast, lunch, supper and snacks served by SFSP & SSO May 2024-August 2024.",2024-05-24T12:59:53.000Z,2024-06-10T14:29:11.000Z,,https://data.texas.gov/d/gcf7-a756,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
geec-gefs,2020 Approved Summer Meal Program Sites (Summer Operation),Count of sites approved to operate SFSP or SSO and with at least one approved meal reimbursement claim June - August to demonstrate summer operation. Site count is based on unique Site IDs. A meal site may have multiple unique Site IDs based on how many different meal service options they provided.,2024-05-03T15:14:35.000Z,2024-05-03T15:32:26.000Z,,https://data.texas.gov/d/geec-gefs,"""Summer Meal Programs"", ""Summer Sites""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
ghbb-sh64,"SNP FFVP Site Application, PY19-PY25","<b>This dataset includes raw data from sponsor-level applications to the Fresh Fruit and Vegetables Program (FFVP) for participants approved to operate TDA’s School Nutrition Programs (SNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25).  </b>

School Nutrition Programs include National School Lunch Program (NSLP), School Breakfast Program (SBP), Special Milk Program (SMP), and After School Care Program (ASCP - snacks). 

This dataset is part of a collection of<b><a href=https://data.tex",2026-02-18T17:18:24.000Z,2026-03-26T13:12:13.000Z,,https://data.texas.gov/d/ghbb-sh64,"""2024-2025"", ""All Summer Sites"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
gipw-84r3,Summer Meal Programs – Summer Food Service Program (SFSP) – Meal Count Information – Program Period 2018,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2018-12-10T16:09:28.000Z,2021-10-22T13:40:28.000Z,,https://data.texas.gov/d/gipw-84r3,"""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites"", ""rural""",True,,"ceid, siteid, programyear, reporttype, ruralorurbancode",False,True,False,False
gkzw-hujg,"PEI 4.1 - Outcomes, Outputs & Efficiencies","About this data set:
Texas Families: Together and Safe (TFTS) - The TFTS program funds evidence-based, community-based programs designed to alleviate stress and promote parental competencies and behaviors that increase the ability of families to become self-sufficient and successfully nurture their children. 

Fatherhood Effects (FE) - FE funds a variety of contracts with community-based organizations to provide child abuse and neglect prevention services. These include the Fatherhood Effects gr",2023-02-23T22:01:01.000Z,2025-01-29T22:49:19.000Z,,https://data.texas.gov/d/gkzw-hujg,"""2023-2024""",True,,,False,False,False,False
gn8b-m42v,CACFP Day Care Homes - Site Map - 2015-2016,"<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2015-2016.</b> Contracting Entity (CE) sponsors can participate in more than one CACFP program. The CACFP program year begins October 1 and ends September 30.<p>

This dataset only includes information for Texas Day Care Home providers participating in CACFP.  <b>For data o",2023-04-28T20:17:50.000Z,2025-04-24T17:58:48.000Z,,https://data.texas.gov/d/gn8b-m42v,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
grfm-rhc6,2023-2024 CACFP Center Sponsor List,CEs approved to sponsor CACFP Centers in the 2023-2024 program year.,2023-09-18T12:54:24.000Z,2025-05-02T14:20:01.000Z,,https://data.texas.gov/d/grfm-rhc6,"""2023-2024""",True,,"ceid, programyear, reporttype",False,False,False,False
gv4u-9yk9,2023-2024 CACFP Day Care Home Sponsors,"Contracting Entity(CE)/Sponsor -level contact information for CACFP participants approved for Program Year 2023-2024, including CEs terminated or cancelled after initial approval.",2023-09-18T13:12:25.000Z,2025-04-24T13:46:48.000Z,,https://data.texas.gov/d/gv4u-9yk9,"""2023-2024"", ""Contact and Program Participation""",True,,"ceid, programyear, reporttype",False,False,False,False
gwre-ygbv,2024-2025 Monthly CACFP Adult Care Center Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2024 - 2025.</b> The CACFP program year begins October 1 and ends September 30. <p>

<b> This dataset only includes claims s",2025-03-13T16:58:31.000Z,2026-04-01T19:08:29.000Z,,https://data.texas.gov/d/gwre-ygbv,"""2024-2025"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
gxdu-rsbb,Child and Adult Care Food Programs (CACFP) – Centers – Site-Level Contact and Program Participation – Program Year 2018-2019,"<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2018-2019 program year. CACFP centers include Adult Day Care Centers (ADC), Child Care Centers (CCC), At-Risk Afterschool Centers (At-Risk), Head Start Centers, emergency shelters, and centers providing care for students o",2018-12-11T20:32:18.000Z,2025-04-25T15:10:24.000Z,,https://data.texas.gov/d/gxdu-rsbb,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
h35q-ympj,2023 Approved Summer Meal Program CEs,Count of Summer Meal Program sponsors (Contracting Entities - CEs) approved for 2023. OperationStartDate for SSO sponsors reflect the start of their 2022-2023 school year and not their summer operations.,2023-04-20T13:20:06.000Z,2023-11-20T21:43:05.000Z,,https://data.texas.gov/d/h35q-ympj,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
h3fk-yxsr,School Nutrition Programs - Administrative Review Summary - Program Year 2024 - 2025,"About the Dataset

This dataset contains:
A list of School Food Authorities (SFAs) that have recently undergone Administrative Reviews with TDA, including:
Types of school nutrition program operated

Special provision programs utilized

Whether or not there were Findings

This report can be found on SquareMeals Compliance for NSLP for the current program year and will be posted to ODP within three months after the end of the program year.",2026-01-30T17:20:58.000Z,2026-01-30T20:47:20.000Z,,https://data.texas.gov/d/h3fk-yxsr,"""2024-2025"", ""Summer Sites""",True,,"ceid, programyear",False,False,False,False
h3we-9kth,2025-2026 CACFP Center Sites Approved,"Count of meal sites approved to participate as a CACFP center for 2025-2026. CACFP Centers include Adult Day Care, Child Care Centers, At-Risk sites, Head Start sites, Emergency Shelters, and sites providing meals Outside School Hours. May include sites that cancelled participation after initial approval. Site count is based on CE's Application Effective Date for program year.",2025-09-28T16:40:08.000Z,2025-09-28T16:53:35.000Z,,https://data.texas.gov/d/h3we-9kth,"""2025-2026""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
h47d-wyhn,School Nutrition Programs - Contact Information and Site-Level Program Participation - Program Year 2019-2020,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2019-2020 program year.</b> The school nutrition program year begins July 1 and ends June 30.<p>

In March 2020, U",2019-09-10T12:32:34.000Z,2021-10-15T20:58:09.000Z,,https://data.texas.gov/d/h47d-wyhn,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, operationstartdate, operationenddate",False,False,False,False
h5af-ic72,School Nutrition Programs - Administrative Review Summary - Program Year 2021 - 2022,"<b>About the Dataset</b><br>
This dataset contains: <b>
A list of School Food Authorities (SFAs) that have recently undergone Administrative Reviews with TDA, including:  </b>
<li>Types of school nutrition program operated </li>
<li>Special provision programs utilized </li>
<li>Whether or not there were Findings </li>
This report can be found on SquareMeals <a href=""https://www.squaremeals.org/Programs/National-School-Lunch-Program/Compliance"">Compliance for NSLP </a> for the current program yea",2024-12-09T17:06:44.000Z,2024-12-09T17:14:02.000Z,,https://data.texas.gov/d/h5af-ic72,"""Summer Sites""",True,,,False,False,False,False
h87y-vai4,School Nutrition Programs - Contact Information and Site-Level Program Participation - Program Year 2022-2023,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2022-2023 program year.</b>  Contracting Entities (CE) or sites they sponsor may cancel or terminate participation",2022-07-22T19:51:17.000Z,2025-12-15T20:56:23.000Z,,https://data.texas.gov/d/h87y-vai4,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, operationstartdate, operationenddate",False,False,False,False
hcbr-9ms7,Statewide Eligible Training Providers List,Eligible Training Providers (ETPs) are entities with job training programs approved by the Texas Workforce Commission (TWC) to provide Workforce Innovation and Opportunity Act (WIOA)–funded training services. Local Workforce Development Boards (Boards) fund training for Adult and Dislocated Worker program participants primarily through Individual Training Accounts (ITAs). The publicly accessible Statewide Eligible Training Providers List (ETPL) includes all programs that are currently approved b,2022-02-07T06:14:33.000Z,2026-05-06T16:15:14.000Z,,https://data.texas.gov/d/hcbr-9ms7,"""Contact and Program Participation""",True,,,False,False,False,False
hepv-c9ag,Child and Adult Care Food Programs (CACFP) – Centers – Site-Level Contact and Program Participation – Program Year 2016-2017,"<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2016-2017 program year.  CACFP centers include Adult Day Care Centers (ADC), Child Care Centers (CCC), At-Risk Afterschool Centers (At-Risk), Head Start Centers, emergency shelters, and centers providing care for students ",2018-12-03T20:13:02.000Z,2025-04-25T14:56:43.000Z,,https://data.texas.gov/d/hepv-c9ag,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
hfk7-gb7g,CACFP Centers - Site Map - 2019-2020,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2019-2020 p",2023-09-29T19:57:43.000Z,2025-04-25T14:54:10.000Z,,https://data.texas.gov/d/hfk7-gb7g,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
hidd-8jfk,Child and Adult Care Food Programs (CACFP) – Adult Day Care – Meal Reimbursement – Program Year 2024 - 2025,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2024 - 2025.</b> The CACFP program year begins October 1 and ends September 30. <p>

<b> This dataset only includes claims s",2024-12-26T16:17:36.000Z,2026-04-01T19:08:29.000Z,,https://data.texas.gov/d/hidd-8jfk,"""2024-2025"", ""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
hnzk-i9xf,2021-2022 NSLP/SBP/ASCP Meals and Snacks Served,"Sum of BreakfastTotal (SBP), LunchTotal (NSLP), and SnackTotal (ASCP) served for program year 2021-2022. Does not include meals served during the school year through summer meal service programs.",2023-06-06T19:38:42.000Z,2023-06-06T19:41:44.000Z,,https://data.texas.gov/d/hnzk-i9xf,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
hphp-dmr9,2023-2024 Monthly CACFP Adult Care Center Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2023 - 2024.</b> The CACFP program year begins October 1 and ends September 30. <p>

<b> This dataset only includes claims s",2023-11-06T18:59:40.000Z,2025-04-02T13:52:27.000Z,,https://data.texas.gov/d/hphp-dmr9,"""2023-2024"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
hqb9-8dh4,School Nutrition Programs - Meal Reimbursement Information - Program Year 2025-2026,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains claims information for paid or approved to pay <b>meal reimbursement for sites participating in school nutrition programs for program year 2025-2026.</b><p>

An overview of <b>all SNP data available</b> on the Texas Open Data Portal can be found at our <b><a hre",2025-08-28T19:21:17.000Z,2026-05-17T13:48:44.000Z,,https://data.texas.gov/d/hqb9-8dh4,"""2025-2026"", ""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
hwdu-93ha,2021 Summer CEs with Jun-Aug 2021 Claims,"Filtered view of 2020-2021 All Summer Sites Meals

Used for F&N Program Dashboard measure of CEs approved to operate SFSP or SSO during summer 2021 (June - August). Filtered for CEs with claims between June 2021 and August 2021.",2023-12-19T18:39:19.000Z,2023-12-19T20:11:05.000Z,,https://data.texas.gov/d/hwdu-93ha,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear",False,False,False,False
hwx2-yfy5,School Nutrition Programs – Food Service Management Company (FSMC) Information – Program Year 2021-2022,"<b>About the Dataset</b><br>
This dataset contains <b>contact information for each Contracting Entity (CE) sponsor participating in a school nutrition programs during program year 2021-2022 and information on Food Service Management Company (FSMC) they may contract with.</b> The school nutrition program year begins July 1 and ends June 30.<p>

An overview of <b>all TDA Food and Nutrition data available</b> on the Texas Open Data Portal can be found at our <b><a href=https://data.texas.gov/storie",2019-07-10T16:25:15.000Z,2022-08-23T14:12:08.000Z,,https://data.texas.gov/d/hwx2-yfy5,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, reporttype",False,False,False,False
hzek-udky,"AskTED Data - May 09, 2025","AskTED is the online Texas Education Directory.  This system provides contact and address information for Texas public schools, districts, and Education Service Centers. To learn more about AskTED, please visit https://tealprod.tea.state.tx.us/Tea.AskTed.Web/Forms/Home.aspx.",2023-02-14T14:09:39.000Z,2025-05-14T20:50:42.000Z,,https://data.texas.gov/d/hzek-udky,"""2024-2025""",True,,,False,False,False,False
i3gh-23iw,2020-2021 - CACFP Day Care Home - Site Map,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2020-2021.</b> Contracting Entity (CE) sponsors can participate",2023-06-09T16:39:55.000Z,2025-04-24T17:52:34.000Z,,https://data.texas.gov/d/i3gh-23iw,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
i4en-5ujg,2021 Approved Summer Meal Program Sites (Summer Operation),Count of sites approved to operate SFSP or SSO and with at least one approved meal reimbursement claim June - August to demonstrate summer operation. Site count is based on unique Site IDs. A meal site may have multiple unique Site IDs based on how many different meal service options they provided.,2024-05-02T19:31:59.000Z,2024-05-03T15:48:55.000Z,,https://data.texas.gov/d/i4en-5ujg,"""Summer Meal Programs"", ""Summer Sites""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
i674-5yp3,School Nutrition Programs - Meal Reimbursement Information - Program Year 2020-2021,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains claims information for paid or approved to pay <b>meal reimbursement for sites participating in school nutrition programs for program year 2020-2021.</b> The school nutrition program year begins July 1 and ends June 30.<p>

In October 1, 2020, USDA began allowing",2020-11-24T14:16:01.000Z,2023-11-21T15:04:46.000Z,,https://data.texas.gov/d/i674-5yp3,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
i7zu-2eqa,Child and Adult Care Food Programs (CACFP) – Day Care Homes – Meal Reimbursement – Program Year 2015-2016,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2018-12-17T21:46:49.000Z,2023-05-11T21:00:48.000Z,,https://data.texas.gov/d/i7zu-2eqa,"""Meal Service Type""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
i9vs-cqmu,School Nutrition Programs - Meal Reimbursement Information - Program Year 2024-2025,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains claims information for paid or approved to pay <b>meal reimbursement for sites participating in school nutrition programs for program year 2024-2025.</b><p>

An overview of <b>all SNP data available</b> on the Texas Open Data Portal can be found at our <b><a hre",2024-08-21T18:57:18.000Z,2026-01-12T16:54:06.000Z,,https://data.texas.gov/d/i9vs-cqmu,"""2024-2025"", ""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
iak8-3ujy,2022 Monthly Summer Meals Served,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset combines basic meals served data from the Summer Food Service Program (SFSP) and Seamless Summer Option (SSO) Meal Count datasets currently published on the Texas Open Data Portal for 2021-2022 summer meal program operation.<p> 


In March 2020, USDA began allowing f",2023-11-20T21:35:23.000Z,2023-11-20T21:36:32.000Z,,https://data.texas.gov/d/iak8-3ujy,"""Summer Meal Programs""",False,empty,,False,False,False,False
igpq-n3ir,2021 Monthly Summer Meals Served,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset combines basic meals served data from the Summer Food Service Program (SFSP) and Seamless Summer Option (SSO) Meal Count datasets currently published on the Texas Open Data Portal for 2020-2021 summer meal program operation.<p> 


In March 2020, USDA began allowing f",2023-12-29T19:42:44.000Z,2024-05-02T19:21:12.000Z,,https://data.texas.gov/d/igpq-n3ir,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
ih4h-cpxy,School Nutrition Programs - Administrative Review Summary - Program Year 2022 - 2023,"<b>About the Dataset</b><br>
This dataset contains: <b>
A list of School Food Authorities (SFAs) that have recently undergone Administrative Reviews with TDA, including:  </b>
<li>Types of school nutrition program operated </li>
<li>Special provision programs utilized </li>
<li>Whether or not there were Findings </li>
This report can be found on SquareMeals <a href=""https://www.squaremeals.org/Programs/National-School-Lunch-Program/Compliance"">Compliance for NSLP </a> for the current program yea",2024-12-05T19:41:49.000Z,2024-12-06T17:25:56.000Z,,https://data.texas.gov/d/ih4h-cpxy,"""Summer Sites""",True,,,False,False,False,False
iha4-xteh,CACFP Day Care Homes - Site Map - 2019-2020,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2019-2020.</b> Contracting Entity (CE) sponsors can participate",2023-11-21T19:21:49.000Z,2025-04-24T17:53:44.000Z,,https://data.texas.gov/d/iha4-xteh,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
ihhh-b9xf,Summer Meal Programs - All Summer Sites - Meal Count - Program Period 2023,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains  <b>site-level meal counts from approved TDA claims for Seamless Summer Option (SSO) and Summer Food Service Program (SFSP) in summer 2023.</b> Summer meal programs typically operate mid-May through August unless otherwise noted. Participants have 60 days fr",2023-03-24T14:15:48.000Z,2024-05-24T12:59:06.000Z,,https://data.texas.gov/d/ihhh-b9xf,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
iiq5-dsrs,Child and Adult Care Food Programs (CACFP) –Day Care Home – Meal Reimbursement – Program Year 2024 - 2025,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Day Care Homes for the program year 2024-2025.</b> The CACFP program year begins October 1 and ends September 30. <p>


<b> This dataset only includes claims submit",2024-12-26T21:08:06.000Z,2026-04-01T20:15:23.000Z,,https://data.texas.gov/d/iiq5-dsrs,"""2024-2025"", ""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
inks-xbpw,CACFP Day Care Homes - Site Map - 2025-2026,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2025-2026.</b> Contracting Entity (CE) sponsors can participate",2025-09-28T20:19:04.000Z,2026-05-15T14:00:10.000Z,,https://data.texas.gov/d/inks-xbpw,"""2025-2026"", ""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
ipyh-z9mx,Emergency Services Billing Rates - Code Rates,"The Texas Department of Insurance (TDI) collects and reports information about billing rates for emergency service providers as set by the political subdivisions. This dataset lists the procedure codes and the rates for residents of that political subdivision and for non-residents if that rate differs. There is a row for each procedure code and the rates set by a political subdivision. If a political subdivision reports for a given year (such as 2024) and does not report for a subsequent year, t",2023-07-27T14:18:30.000Z,2026-04-17T15:35:36.000Z,,https://data.texas.gov/d/ipyh-z9mx,"""2023-2024"", ""2024-2025"", ""2025-2026""",True,,,False,False,False,False
itzg-cy68,2024-2025 School Nutrition Program Sites Approved,"Count of sites approved for PY2024-2025, including sites that have cancelled or terminated after initial approval. 

Measure is generated from 2024-2025 School Nutrition Program Contacts and Program Participation dataset. Operation based on CE's OperationStartDate. Approved site will be counted once CE Operation Start Date arrives.",2024-07-02T19:14:13.000Z,2024-07-02T19:19:24.000Z,,https://data.texas.gov/d/itzg-cy68,"""2024-2025"", ""Contact and Program Participation""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
iuya-2uzg,School Nutrition Program - Site Map 2020-2021,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
In March 2020, USDA began allowing flexibility in nutrition assistance program policies in order to support continued meal access should the coronavirus pandemic (COVID-19) impact meal service operation. Flexibilities were extended into the 2020-2021 program year and allowed School Nu",2023-04-05T15:48:28.000Z,2023-11-21T14:28:20.000Z,,https://data.texas.gov/d/iuya-2uzg,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
ivvg-neza,Child and Adult Care Food Programs (CACFP) – Adult Day Care Centers – Meal Reimbursement – Program Year 2016-2017,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2018-12-07T16:39:39.000Z,2023-05-09T14:00:20.000Z,,https://data.texas.gov/d/ivvg-neza,"""Meal Service Type""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
iwci-vqtp,2021-2022 Monthly CACFP Day Care Home Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Day Care Homes for program year 2021-2022.</b> The CACFP program year begins October 1 and ends September 30. <p>

In March 2020, USDA began allowing flexibility in",2023-11-07T16:26:46.000Z,2023-11-07T16:26:57.000Z,,https://data.texas.gov/d/iwci-vqtp,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
ixpn-g9tj,Summer Meal Programs - All Summer Sites - Contact and Program Participation Information - Program Period 2021,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for summer meal sites approved by TDA to operate between October 2020 and September 2021 (Program Year 2021). </b> Summer meal programs typically operate June through the end of August. <p>

In March 2020, USD",2021-03-23T19:02:29.000Z,2024-01-12T20:17:03.000Z,,https://data.texas.gov/d/ixpn-g9tj,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, program, sitetype, operationstartdate, operationenddate",False,False,True,False
